record_type,sentence_set_id,label,prefix,word,surprisal_target,actual_surprisal,met_threshold
distractor_candidate,6,4,Why would such a,madness,32.45884702123193,10.386976126392948,False
distractor_candidate,6,4,It swims in a,madness,26.472772096019984,18.78025781920146,False
distractor_candidate,6,4,Why would such a,billed,32.45884702123193,28.18659162209709,False
distractor_candidate,6,4,It swims in a,billed,26.472772096019984,28.99732058998678,True
distractor_candidate,6,4,Why would such a,divorce,32.45884702123193,11.768964043249754,False
distractor_candidate,6,4,It swims in a,divorce,26.472772096019984,17.579593274941125,False
distractor_candidate,6,4,Why would such a,suck,32.45884702123193,13.284498552293341,False
distractor_candidate,6,4,It swims in a,suck,26.472772096019984,19.28311445240621,False
distractor_candidate,6,4,Why would such a,posture,32.45884702123193,14.633084686630177,False
distractor_candidate,6,4,It swims in a,posture,26.472772096019984,21.75539807922805,False
distractor_candidate,6,4,Why would such a,rarely,32.45884702123193,22.56438658269101,False
distractor_candidate,6,4,It swims in a,rarely,26.472772096019984,21.85775114613194,False
distractor_candidate,6,4,Why would such a,nicely,32.45884702123193,24.76098614776339,False
distractor_candidate,6,4,It swims in a,nicely,26.472772096019984,20.49780452580971,False
distractor_candidate,6,4,Why would such a,gas,32.45884702123193,16.012411687912834,False
distractor_candidate,6,4,It swims in a,gas,26.472772096019984,15.233771930951725,False
distractor_candidate,6,4,Why would such a,useful,32.45884702123193,18.314231614644285,False
distractor_candidate,6,4,It swims in a,useful,26.472772096019984,25.263546970808655,False
distractor_candidate,6,4,Why would such a,break,32.45884702123193,9.421889289700868,False
distractor_candidate,6,4,It swims in a,break,26.472772096019984,14.156941774618646,False
distractor_candidate,6,4,Why would such a,crowded,32.45884702123193,20.76699865024621,False
distractor_candidate,6,4,It swims in a,crowded,26.472772096019984,17.147029390797023,False
distractor_candidate,6,4,Why would such a,wool,32.45884702123193,21.9296013700788,False
distractor_candidate,6,4,It swims in a,wool,26.472772096019984,16.841374944377606,False
distractor_candidate,6,4,Why would such a,tow,32.45884702123193,18.087526835999345,False
distractor_candidate,6,4,It swims in a,tow,26.472772096019984,16.778676949179058,False
distractor_candidate,6,4,Why would such a,option,32.45884702123193,14.674910867320012,False
distractor_candidate,6,4,It swims in a,option,26.472772096019984,27.059161418157757,True
distractor_candidate,6,4,Why would such a,inbox,32.45884702123193,22.55243034880303,False
distractor_candidate,6,4,It swims in a,inbox,26.472772096019984,21.85932650721384,False
distractor_candidate,6,4,Why would such a,belt,32.45884702123193,16.08070531063985,False
distractor_candidate,6,4,It swims in a,belt,26.472772096019984,14.037138660027614,False
distractor_candidate,6,4,Why would such a,merit,32.45884702123193,14.43484510049484,False
distractor_candidate,6,4,It swims in a,merit,26.472772096019984,29.173835327665127,True
distractor_candidate,6,4,Why would such a,bag,32.45884702123193,15.215046459925782,False
distractor_candidate,6,4,It swims in a,bag,26.472772096019984,10.857249614495833,False
distractor_candidate,6,4,Why would such a,strand,32.45884702123193,18.712452627202893,False
distractor_candidate,6,4,It swims in a,strand,26.472772096019984,14.10865317383999,False
distractor_candidate,6,4,Why would such a,retail,32.45884702123193,17.41623039453956,False
distractor_candidate,6,4,It swims in a,retail,26.472772096019984,24.603029026043746,False
distractor_candidate,6,4,Why would such a,wave,32.45884702123193,15.020484550796498,False
distractor_candidate,6,4,It swims in a,wave,26.472772096019984,7.781826958681744,False
distractor_candidate,6,4,Why would such a,chaos,32.45884702123193,14.623470168516342,False
distractor_candidate,6,4,It swims in a,chaos,26.472772096019984,16.449760817334543,False
distractor_candidate,6,4,Why would such a,ant,32.45884702123193,22.19211981593941,False
distractor_candidate,6,4,It swims in a,ant,26.472772096019984,23.826429671252473,False
distractor_candidate,6,4,Why would such a,weed,32.45884702123193,16.205716059899007,False
distractor_candidate,6,4,It swims in a,weed,26.472772096019984,16.61676422648957,False
distractor_candidate,6,4,Why would such a,closer,32.45884702123193,20.963409716837575,False
distractor_candidate,6,4,It swims in a,closer,26.472772096019984,21.31904369745893,False
distractor_candidate,6,4,Why would such a,spooky,32.45884702123193,26.816029888598305,False
distractor_candidate,6,4,It swims in a,spooky,26.472772096019984,22.479897697697545,False
distractor_candidate,6,4,Why would such a,riots,32.45884702123193,19.77670053279885,False
distractor_candidate,6,4,It swims in a,riots,26.472772096019984,27.17955202548414,True
distractor_candidate,6,4,Why would such a,bloc,32.45884702123193,16.650071074586265,False
distractor_candidate,6,4,It swims in a,bloc,26.472772096019984,18.173398461505748,False
distractor_candidate,6,4,Why would such a,jerk,32.45884702123193,8.403599275999074,False
distractor_candidate,6,4,It swims in a,jerk,26.472772096019984,16.077554588476044,False
distractor_candidate,6,4,Why would such a,gaps,32.45884702123193,25.75313342267283,False
distractor_candidate,6,4,It swims in a,gaps,26.472772096019984,21.31655338867444,False
distractor_candidate,6,4,Why would such a,blame,32.45884702123193,18.859268024869042,False
distractor_candidate,6,4,It swims in a,blame,26.472772096019984,28.62051623297482,True
distractor_candidate,6,4,Why would such a,unused,32.45884702123193,30.069735607706914,False
distractor_candidate,6,4,It swims in a,unused,26.472772096019984,27.88630716196821,True
distractor_candidate,6,4,Why would such a,mixes,32.45884702123193,30.200181008733335,False
distractor_candidate,6,4,It swims in a,mixes,26.472772096019984,27.67323028857764,True
distractor_candidate,6,4,Why would such a,hero,32.45884702123193,12.177999324894618,False
distractor_candidate,6,4,It swims in a,hero,26.472772096019984,17.3052520537296,False
distractor_candidate,6,4,Why would such a,candy,32.45884702123193,17.460021305032853,False
distractor_candidate,6,4,It swims in a,candy,26.472772096019984,17.61801557500508,False
distractor_candidate,6,4,Why would such a,solid,32.45884702123193,16.62725104060858,False
distractor_candidate,6,4,It swims in a,solid,26.472772096019984,15.052188520587151,False
distractor_candidate,6,4,Why would such a,scary,32.45884702123193,16.729558704092643,False
distractor_candidate,6,4,It swims in a,scary,26.472772096019984,20.812095253024854,False
distractor_candidate,6,4,Why would such a,manor,32.45884702123193,30.050901443645625,False
distractor_candidate,6,4,It swims in a,manor,26.472772096019984,20.916680654736943,False
distractor_candidate,6,4,Why would such a,desires,32.45884702123193,24.83682086576544,False
distractor_candidate,6,4,It swims in a,desires,26.472772096019984,31.663475443612043,True
distractor_candidate,6,4,Why would such a,undo,32.45884702123193,24.61143553801792,False
distractor_candidate,6,4,It swims in a,undo,26.472772096019984,30.67162260300088,True
distractor_candidate,6,4,Why would such a,gently,32.45884702123193,26.92938468567789,False
distractor_candidate,6,4,It swims in a,gently,26.472772096019984,19.008119697121405,False
distractor_candidate,6,4,Why would such a,mileage,32.45884702123193,19.458941259481104,False
distractor_candidate,6,4,It swims in a,mileage,26.472772096019984,29.50970231032692,True
distractor_candidate,6,4,Why would such a,array,32.45884702123193,22.937893000390034,False
distractor_candidate,6,4,It swims in a,array,26.472772096019984,23.138199130058133,False
distractor_candidate,6,4,Why would such a,noted,32.45884702123193,21.15403115947029,False
distractor_candidate,6,4,It swims in a,noted,26.472772096019984,25.412332601723087,False
distractor_candidate,6,4,Why would such a,banning,32.45884702123193,15.984001529851504,False
distractor_candidate,6,4,It swims in a,banning,26.472772096019984,26.846257903279255,True
distractor_candidate,6,4,Why would such a,descent,32.45884702123193,17.512321917090837,False
distractor_candidate,6,4,It swims in a,descent,26.472772096019984,17.92288853225898,False
distractor_candidate,6,4,Why would such a,bumped,32.45884702123193,29.238558590560235,False
distractor_candidate,6,4,It swims in a,bumped,26.472772096019984,30.43779774261022,True
distractor_candidate,6,4,Why would such a,grew,32.45884702123193,25.40938275529549,False
distractor_candidate,6,4,It swims in a,grew,26.472772096019984,26.330131088733932,False
distractor_candidate,6,4,Why would such a,variety,32.45884702123193,16.340068906753036,False
distractor_candidate,6,4,It swims in a,variety,26.472772096019984,17.94259224060303,False
distractor_candidate,6,4,Why would such a,bizarre,32.45884702123193,16.140165904418556,False
distractor_candidate,6,4,It swims in a,bizarre,26.472772096019984,19.056499104739718,False
distractor_candidate,6,4,Why would such a,revenge,32.45884702123193,19.75123471772029,False
distractor_candidate,6,4,It swims in a,revenge,26.472772096019984,23.36546938765911,False
distractor_candidate,6,4,Why would such a,chips,32.45884702123193,25.60148600044804,False
distractor_candidate,6,4,It swims in a,chips,26.472772096019984,23.027838550930074,False
distractor_candidate,6,4,Why would such a,bill,32.45884702123193,9.611299974471509,False
distractor_candidate,6,4,It swims in a,bill,26.472772096019984,18.194003358940318,False
distractor_candidate,6,4,Why would such a,vibes,32.45884702123193,49.23524969931434,True
distractor_candidate,6,4,It swims in a,vibes,26.472772096019984,30.320337719654542,True
distractor_candidate,6,5,Why would such a fierce,argues,25,20.881503323329465,False
distractor_candidate,6,5,It swims in a slow,argues,30.7906964836739,32.07423605521036,True
distractor_candidate,6,5,Why would such a fierce,coping,25,24.119058839626145,False
distractor_candidate,6,5,It swims in a slow,coping,30.7906964836739,24.21965905935244,False
distractor_candidate,6,5,Why would such a fierce,punching,25,19.913213481747714,False
distractor_candidate,6,5,It swims in a slow,punching,30.7906964836739,30.215238433781675,False
distractor_candidate,6,5,Why would such a fierce,utmost,25,24.292326544856202,False
distractor_candidate,6,5,It swims in a slow,utmost,30.7906964836739,29.304299990748447,False
distractor_candidate,6,5,Why would such a fierce,shutter,25,19.43235824510254,False
distractor_candidate,6,5,It swims in a slow,shutter,30.7906964836739,11.885881976889912,False
distractor_candidate,6,5,Why would such a fierce,concerts,25,24.276531658200962,False
distractor_candidate,6,5,It swims in a slow,concerts,30.7906964836739,31.46776193865258,True
distractor_candidate,6,5,Why would such a fierce,mattered,25,22.89803705294848,False
distractor_candidate,6,5,It swims in a slow,mattered,30.7906964836739,33.001902218797106,True
distractor_candidate,6,5,Why would such a fierce,cursed,25,26.87430620984317,True
distractor_candidate,6,5,It swims in a slow,cursed,30.7906964836739,29.302315998888094,False
distractor_candidate,6,5,Why would such a fierce,classics,25,24.302452883339004,False
distractor_candidate,6,5,It swims in a slow,classics,30.7906964836739,27.23777021659301,False
distractor_candidate,6,5,Why would such a fierce,brains,25,22.76402817139618,False
distractor_candidate,6,5,It swims in a slow,brains,30.7906964836739,29.6486312715551,False
distractor_candidate,6,5,Why would such a fierce,selective,25,19.614139779480908,False
distractor_candidate,6,5,It swims in a slow,selective,30.7906964836739,28.446145087056827,False
distractor_candidate,6,5,Why would such a fierce,peeled,25,30.31480400588038,True
distractor_candidate,6,5,It swims in a slow,peeled,30.7906964836739,29.037237075321435,False
distractor_candidate,6,5,Why would such a fierce,minions,25,25.652714816625846,True
distractor_candidate,6,5,It swims in a slow,minions,30.7906964836739,28.768305740375453,False
distractor_candidate,6,5,Why would such a fierce,genres,25,28.869123346172437,True
distractor_candidate,6,5,It swims in a slow,genres,30.7906964836739,33.728632108282994,True
distractor_candidate,6,6,Why would such a fierce predator,likes,25.78569452651703,25.892425611259636,True
distractor_candidate,6,6,It swims in a slow upward,likes,25,25.134381120704653,True
distractor_candidate,6,7,Why would such a fierce predator have,egg,32.4524822872888,21.2609135614673,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",egg,27.60875602908263,17.872992925590662,False
distractor_candidate,6,7,Why would such a fierce predator have,parole,32.4524822872888,27.235112052741272,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",parole,27.60875602908263,20.337551091735744,False
distractor_candidate,6,7,Why would such a fierce predator have,remind,32.4524822872888,30.204231544126458,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",remind,27.60875602908263,21.109312918523546,False
distractor_candidate,6,7,Why would such a fierce predator have,cared,32.4524822872888,13.146020873541023,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",cared,27.60875602908263,19.913408854039094,False
distractor_candidate,6,7,Why would such a fierce predator have,tribal,32.4524822872888,27.79049493924194,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",tribal,27.60875602908263,19.698034292432993,False
distractor_candidate,6,7,Why would such a fierce predator have,fatigue,32.4524822872888,23.274877182351826,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",fatigue,27.60875602908263,15.472687477807925,False
distractor_candidate,6,7,Why would such a fierce predator have,penguin,32.4524822872888,37.35046222001452,True
distractor_candidate,6,7,"It swims in a slow upward spiral,",penguin,27.60875602908263,17.954645128740797,False
distractor_candidate,6,7,Why would such a fierce predator have,seed,32.4524822872888,24.591686426254043,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",seed,27.60875602908263,19.18714125391873,False
distractor_candidate,6,7,Why would such a fierce predator have,reduced,32.4524822872888,18.690788316639008,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",reduced,27.60875602908263,17.583497969046313,False
distractor_candidate,6,7,Why would such a fierce predator have,soil,32.4524822872888,20.741018263076274,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",soil,27.60875602908263,17.62895642332237,False
distractor_candidate,6,7,Why would such a fierce predator have,upon,32.4524822872888,29.077987332547476,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",upon,27.60875602908263,17.809783110023147,False
distractor_candidate,6,7,Why would such a fierce predator have,apparent,32.4524822872888,24.90632662221574,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",apparent,27.60875602908263,16.152002438381537,False
distractor_candidate,6,7,Why would such a fierce predator have,upcoming,32.4524822872888,27.83518291124213,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",upcoming,27.60875602908263,19.510457630651153,False
distractor_candidate,6,7,Why would such a fierce predator have,purse,32.4524822872888,27.273421532186266,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",purse,27.60875602908263,21.442931743973258,False
distractor_candidate,6,7,Why would such a fierce predator have,fixed,32.4524822872888,22.03422323211287,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",fixed,27.60875602908263,14.219123821864603,False
distractor_candidate,6,7,Why would such a fierce predator have,climb,32.4524822872888,24.286283762435488,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",climb,27.60875602908263,16.103156613814086,False
distractor_candidate,6,7,Why would such a fierce predator have,spice,32.4524822872888,25.50278446918727,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",spice,27.60875602908263,21.64681786450172,False
distractor_candidate,6,7,Why would such a fierce predator have,miners,32.4524822872888,27.667839664368994,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",miners,27.60875602908263,17.325169020560722,False
distractor_candidate,6,7,Why would such a fierce predator have,springs,32.4524822872888,24.373560142234137,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",springs,27.60875602908263,14.845027850386261,False
distractor_candidate,6,7,Why would such a fierce predator have,adding,32.4524822872888,31.12330958205972,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",adding,27.60875602908263,11.756180916776424,False
distractor_candidate,6,7,Why would such a fierce predator have,status,32.4524822872888,19.242292650397413,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",status,27.60875602908263,17.857770397197495,False
distractor_candidate,6,7,Why would such a fierce predator have,penalty,32.4524822872888,25.064369047330214,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",penalty,27.60875602908263,18.149120014648748,False
distractor_candidate,6,7,Why would such a fierce predator have,receipt,32.4524822872888,31.331898396193374,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",receipt,27.60875602908263,24.29721360386312,False
distractor_candidate,6,7,Why would such a fierce predator have,lease,32.4524822872888,29.65975923699653,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",lease,27.60875602908263,22.562004966941863,False
distractor_candidate,6,7,Why would such a fierce predator have,trinity,32.4524822872888,35.767710699638315,True
distractor_candidate,6,7,"It swims in a slow upward spiral,",trinity,27.60875602908263,19.936684298076262,False
distractor_candidate,6,7,Why would such a fierce predator have,winner,32.4524822872888,28.12775429344511,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",winner,27.60875602908263,18.30855756302702,False
distractor_candidate,6,7,Why would such a fierce predator have,loud,32.4524822872888,23.1913926760394,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",loud,27.60875602908263,15.461419174523394,False
distractor_candidate,6,7,Why would such a fierce predator have,hotel,32.4524822872888,27.933405642802896,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",hotel,27.60875602908263,20.896381886420908,False
distractor_candidate,6,7,Why would such a fierce predator have,relieve,32.4524822872888,32.572083177760774,True
distractor_candidate,6,7,"It swims in a slow upward spiral,",relieve,27.60875602908263,23.12022212752875,False
distractor_candidate,6,7,Why would such a fierce predator have,wholly,32.4524822872888,31.32102358921402,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",wholly,27.60875602908263,19.056291349697474,False
distractor_candidate,6,7,Why would such a fierce predator have,ears,32.4524822872888,20.41902133724127,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",ears,27.60875602908263,17.437051302183615,False
distractor_candidate,6,7,Why would such a fierce predator have,welfare,32.4524822872888,22.227088704374044,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",welfare,27.60875602908263,18.15973891144362,False
distractor_candidate,6,7,Why would such a fierce predator have,venue,32.4524822872888,28.949044371958987,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",venue,27.60875602908263,23.152901582915096,False
distractor_candidate,6,7,Why would such a fierce predator have,rising,32.4524822872888,23.965072453349624,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",rising,27.60875602908263,12.553356275916922,False
distractor_candidate,6,7,Why would such a fierce predator have,jelly,32.4524822872888,25.00079875612649,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",jelly,27.60875602908263,15.261946816746674,False
distractor_candidate,6,7,Why would such a fierce predator have,plain,32.4524822872888,26.12053239247441,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",plain,27.60875602908263,14.412206680196467,False
distractor_candidate,6,7,Why would such a fierce predator have,written,32.4524822872888,16.148050964995313,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",written,27.60875602908263,14.721873137895214,False
distractor_candidate,6,7,Why would such a fierce predator have,lone,32.4524822872888,28.111854841338147,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",lone,27.60875602908263,16.16510476465487,False
distractor_candidate,6,7,Why would such a fierce predator have,twins,32.4524822872888,22.89506106515795,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",twins,27.60875602908263,16.158950537476393,False
distractor_candidate,6,7,Why would such a fierce predator have,dodgers,32.4524822872888,38.15161588183477,True
distractor_candidate,6,7,"It swims in a slow upward spiral,",dodgers,27.60875602908263,18.16625705391132,False
distractor_candidate,6,7,Why would such a fierce predator have,damaged,32.4524822872888,20.797728510302377,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",damaged,27.60875602908263,14.52946032397111,False
distractor_candidate,6,7,Why would such a fierce predator have,measured,32.4524822872888,17.662671902197516,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",measured,27.60875602908263,15.07860505575968,False
distractor_candidate,6,7,Why would such a fierce predator have,detail,32.4524822872888,26.20528269109719,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",detail,27.60875602908263,17.04645531243366,False
distractor_candidate,6,7,Why would such a fierce predator have,tasks,32.4524822872888,26.79291026084282,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",tasks,27.60875602908263,19.404422759157594,False
distractor_candidate,6,7,Why would such a fierce predator have,bucks,32.4524822872888,29.17258604568926,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",bucks,27.60875602908263,20.062411871024217,False
distractor_candidate,6,7,Why would such a fierce predator have,resolved,32.4524822872888,18.64950009768107,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",resolved,27.60875602908263,16.407784667773154,False
distractor_candidate,6,7,Why would such a fierce predator have,meant,32.4524822872888,15.267261768588938,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",meant,27.60875602908263,16.59335119633171,False
distractor_candidate,6,7,Why would such a fierce predator have,client,32.4524822872888,31.995913780146232,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",client,27.60875602908263,21.328319753715867,False
distractor_candidate,6,7,Why would such a fierce predator have,dislike,32.4524822872888,32.97992696360046,True
distractor_candidate,6,7,"It swims in a slow upward spiral,",dislike,27.60875602908263,23.09618583224416,False
distractor_candidate,6,7,Why would such a fierce predator have,struggle,32.4524822872888,24.49448733543121,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",struggle,27.60875602908263,16.467176468491513,False
distractor_candidate,6,7,Why would such a fierce predator have,giants,32.4524822872888,25.45817629713708,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",giants,27.60875602908263,17.812295432586954,False
distractor_candidate,6,7,Why would such a fierce predator have,delivers,32.4524822872888,30.947700161055515,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",delivers,27.60875602908263,18.048159319286242,False
distractor_candidate,6,7,Why would such a fierce predator have,champion,32.4524822872888,25.168505230358246,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",champion,27.60875602908263,18.75302127074962,False
distractor_candidate,6,7,Why would such a fierce predator have,sight,32.4524822872888,25.74726950220901,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",sight,27.60875602908263,15.533997229048707,False
distractor_candidate,6,7,Why would such a fierce predator have,cracks,32.4524822872888,27.784421887874668,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",cracks,27.60875602908263,16.062772335669084,False
distractor_candidate,6,7,Why would such a fierce predator have,poles,32.4524822872888,27.342547550943458,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",poles,27.60875602908263,16.657920362771645,False
distractor_candidate,6,7,Why would such a fierce predator have,stereo,32.4524822872888,29.701530383238087,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",stereo,27.60875602908263,16.84606387937073,False
distractor_candidate,6,7,Why would such a fierce predator have,figured,32.4524822872888,17.65869566330957,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",figured,27.60875602908263,18.000637073199833,False
distractor_candidate,6,7,Why would such a fierce predator have,breaks,32.4524822872888,26.37246358634791,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",breaks,27.60875602908263,15.417471415852516,False
distractor_candidate,6,7,Why would such a fierce predator have,cultures,32.4524822872888,29.24346491162405,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",cultures,27.60875602908263,18.253671707761264,False
distractor_candidate,6,7,Why would such a fierce predator have,review,32.4524822872888,26.734818648964982,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",review,27.60875602908263,17.69380626544851,False
distractor_candidate,6,7,Why would such a fierce predator have,pile,32.4524822872888,30.567359840741812,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",pile,27.60875602908263,20.61292696057486,False
distractor_candidate,6,7,Why would such a fierce predator have,closed,32.4524822872888,15.876449083446731,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",closed,27.60875602908263,14.069589722453616,False
distractor_candidate,6,7,Why would such a fierce predator have,listen,32.4524822872888,23.181423185734182,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",listen,27.60875602908263,14.97286324270319,False
distractor_candidate,6,7,Why would such a fierce predator have,verbal,32.4524822872888,32.526217468567474,True
distractor_candidate,6,7,"It swims in a slow upward spiral,",verbal,27.60875602908263,21.65346877757589,False
distractor_candidate,6,7,Why would such a fierce predator have,lyrics,32.4524822872888,24.59664778176613,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",lyrics,27.60875602908263,18.21772320614732,False
distractor_candidate,6,7,Why would such a fierce predator have,splash,32.4524822872888,24.47761377358976,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",splash,27.60875602908263,17.780070011398884,False
distractor_candidate,6,7,Why would such a fierce predator have,treason,32.4524822872888,22.74053534128832,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",treason,27.60875602908263,21.059382915325056,False
distractor_candidate,6,7,Why would such a fierce predator have,bond,32.4524822872888,24.675448856530263,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",bond,27.60875602908263,17.31713949455724,False
distractor_candidate,6,7,Why would such a fierce predator have,halfway,32.4524822872888,30.265927912366376,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",halfway,27.60875602908263,14.238817899180205,False
distractor_candidate,6,7,Why would such a fierce predator have,payments,32.4524822872888,26.55937433130561,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",payments,27.60875602908263,21.260671409894886,False
distractor_candidate,6,7,Why would such a fierce predator have,episode,32.4524822872888,26.79847974700836,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",episode,27.60875602908263,15.00672731458868,False
distractor_candidate,6,7,Why would such a fierce predator have,donated,32.4524822872888,19.636691520523247,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",donated,27.60875602908263,18.93149248306418,False
distractor_candidate,6,7,Why would such a fierce predator have,illegal,32.4524822872888,25.168265830508247,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",illegal,27.60875602908263,16.127696474300397,False
distractor_candidate,6,7,Why would such a fierce predator have,runway,32.4524822872888,27.947202778985716,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",runway,27.60875602908263,18.240782639975002,False
distractor_candidate,6,7,Why would such a fierce predator have,exercise,32.4524822872888,24.09306056626052,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",exercise,27.60875602908263,15.879744271037262,False
distractor_candidate,6,7,Why would such a fierce predator have,hour,32.4524822872888,25.020545116167956,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",hour,27.60875602908263,17.542318443123722,False
distractor_candidate,6,7,Why would such a fierce predator have,shortly,32.4524822872888,29.351869016115895,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",shortly,27.60875602908263,13.285319941433862,False
distractor_candidate,6,7,Why would such a fierce predator have,pulled,32.4524822872888,17.42882227630513,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",pulled,27.60875602908263,16.354628270044476,False
distractor_candidate,6,7,Why would such a fierce predator have,taught,32.4524822872888,18.30381772116924,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",taught,27.60875602908263,16.64644843202849,False
distractor_candidate,6,7,Why would such a fierce predator have,vanilla,32.4524822872888,29.085001472980263,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",vanilla,27.60875602908263,17.726642569012448,False
distractor_candidate,6,7,Why would such a fierce predator have,species,32.4524822872888,22.764742243362562,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",species,27.60875602908263,14.964617706490223,False
distractor_candidate,6,7,Why would such a fierce predator have,shore,32.4524822872888,28.138364935072744,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",shore,27.60875602908263,14.311884384433966,False
distractor_candidate,6,7,Why would such a fierce predator have,breathe,32.4524822872888,25.526146592480472,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",breathe,27.60875602908263,14.404438567822297,False
distractor_candidate,6,7,Why would such a fierce predator have,smells,32.4524822872888,27.388737963381587,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",smells,27.60875602908263,16.808599178706775,False
distractor_candidate,6,7,Why would such a fierce predator have,twilight,32.4524822872888,26.06376711080003,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",twilight,27.60875602908263,10.10228292546069,False
distractor_candidate,6,7,Why would such a fierce predator have,curtain,32.4524822872888,29.627258643567078,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",curtain,27.60875602908263,21.27505741467426,False
distractor_candidate,6,7,Why would such a fierce predator have,excess,32.4524822872888,27.668216650339687,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",excess,27.60875602908263,16.25373636774232,False
distractor_candidate,6,7,Why would such a fierce predator have,poured,32.4524822872888,21.863734766520757,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",poured,27.60875602908263,19.711980021626157,False
distractor_candidate,6,7,Why would such a fierce predator have,dental,32.4524822872888,29.04264696158698,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",dental,27.60875602908263,21.174726863744517,False
distractor_candidate,6,7,Why would such a fierce predator have,readers,32.4524822872888,23.80261076203858,False
distractor_candidate,6,7,"It swims in a slow upward spiral,",readers,27.60875602908263,17.48563846484417,False
